feature	importance
cblif	0.00041382634008621375
endou	0.00041377064223864144
fcn2	0.00041359983508897405
fst	0.0004135418312722893
hmbs	0.0004129731014164652
hla_dra	0.00041266140233100747
gart	0.00041178298501916744
il34	0.00041020918438423507
il1rn	0.0004100166790147503
umod	0.00040958484141239706
dmp1	0.00040957729094032673
scgn	0.0004095090803878712
hyal1	0.0004091734074080208
stx7	0.0004091007777809618
ece1	0.00040902565526767837
a1bg	0.00040896157036515344
hip1r	0.00040753044256804094
cspg4	0.0004073447758149552
omd	0.00040692969360316047
spink5	0.00040676840894821454
il1rl2	0.00040629795482335115
erbb3	0.0004061625191527107
col9a2	0.00040585293926217997
aoc1	0.0004055855006531995
tfrc	0.00040550125701205634
cdhr5	0.00040546429403287516
pappa	0.0004046859270030582
dsg2	0.0004042883174141956
wfikkn2	0.00040370087891348176
ccl3	0.0004032739792531615
azu1	0.000402747058761683
fabp1	0.0004017438806681561
f12	0.0004010307670373997
cdhr1	0.000400076469015747
amy1a_amy1b_amy1c	0.0003999900231350077
mapre3	0.0003995667142700076
spink6	0.0003993012362556373
myoc	0.00039902569772946606
cxcl16	0.0003983725686416789
c8b	0.0003979211214923942
dpep2	0.0003974369070368746
il20rb	0.00039734440111637064
galnt3	0.0003970619197129906
cntn5	0.00039691678481134556
crygd	0.00039557291047459173
gimap8	0.00039548874093165803
nagpa	0.0003950952228235534
cdh22	0.0003949024172414256
fgf5	0.00039484752948492377
kirrel1	0.00039435333186057397
cd109	0.00039399604220686184
vcan	0.0003936091609759464
pon3	0.0003934624422006882
kazald1	0.00039341314072640385
il17a	0.00039235371173189945
mstn	0.0003922811432418494
tpsab1	0.0003917860789070453
c1qtnf9	0.00039168455682713117
ccnd2	0.00039165159114186925
idua	0.00039094655141037865
anxa10	0.00039077241310703367
ceacam3	0.00039062195759261134
cdcp1	0.00039044302040810156
fut3_fut5	0.00039033991637696304
prg3	0.00039016740085418586
procr	0.0003895790089275049
map1lc3a	0.00038878454597176274
crisp2	0.00038872578004556214
fn1	0.0003869879175333885
vsig10l	0.0003864432607672749
gnly	0.0003864040995413124
il18	0.00038613596458855564
acp5	0.00038581136308694794
clint1	0.00038535692370392905
lto1	0.00038512032454437995
tnpo1	0.0003849760715727716
rps10	0.0003849250836616983
mapt	0.0003843485271221758
scg2	0.000384243662371371
fosb	0.00038400248208986026
hjv	0.0003833813916570205
artn	0.00038288996214294634
mln	0.000382661219800568
fgf7	0.0003819117022946375
hla_a	0.00038165188978179284
vnn2	0.00038146454529196076
ifi30	0.00038085747804451344
ngf	0.00038083431482866464
ervv_1	0.0003805003682862548
cst6	0.00038022474416373554
amy2b	0.00037960334056779885
gstp1	0.0003794146912686549
islr2	0.0003784964969944541
atf2	0.000378473443749073
heph	0.00037831534879279586
edil3	0.0003774240899674705
dclre1c	0.00037699421019788825
agr2	0.00037687900814538817
galnt7	0.0003766312634496369
siglec9	0.00037560522040551886
tfpi	0.00037521671768132257
cxcl14	0.0003745286684786617
sod2	0.000373830119559785
clec3b	0.00037323616657188225
cpa2	0.00037284837418128503
serpina6	0.0003718529495162389
ccl23	0.0003717223520360919
get3	0.0003715541177678726
npl	0.00037076898737413265
adam23	0.00037045760027127006
vcam1	0.0003699524458455697
acp1	0.00036949846598316845
adgrb3	0.000369363104721618
xpnpep2	0.0003692629410091777
dusp13	0.00036826221945466284
adgrg2	0.000368132970130693
agr3	0.0003679899425131404
cdh3	0.00036798636459371963
defb4a_defb4b	0.00036763216219900944
ddt	0.0003674084045447514
cd58	0.00036711175334295
ccl26	0.0003668008449532308
fmnl1	0.00036604265721084257
cndp1	0.0003653027986980749
prtg	0.0003642785330754526
flt1	0.000364160003131334
cd248	0.0003639309546615169
clgn	0.0003633805715906939
sez6l2	0.000363199774707423
gcg	0.0003628166840943431
b2m	0.00036279206504369674
il25	0.00036237415792670285
ppy	0.00036205428869032745
ccn1	0.0003614847521921684
ecscr	0.0003614675869376212
adcyap1r1	0.00036104677061064204
pon2	0.0003606693682343222
epha10	0.0003600227570723382
cd70	0.00035981669387156914
